[0,204,394,60000,251,60000,60000,60000,60000,60000,60000,60000,187,60000,255,133,60000,60000,60000,60000,60000,60000,60000,60000,142,207,60000]
[190,0,183,60000,99,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,220,60000,60000,60000,60000,60000,60000,60000,60000,60000,290,1007]
[190,146,0,200,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,355,60000,241,1033]
[190,144,154,0,180,155,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,1194]
[190,105,60000,195,0,193,111,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,1196]
[190,60000,60000,163,229,0,148,60000,226,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,1243]
[190,60000,60000,60000,111,171,0,174,109,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000]
[190,60000,60000,60000,60000,60000,161,0,186,60000,60000,241,191,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000]
[190,60000,60000,60000,60000,60000,141,187,0,86,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,1215]
[190,60000,60000,60000,60000,60000,60000,60000,117,0,156,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,1249]
[190,60000,60000,60000,60000,60000,60000,60000,60000,165,0,143,165,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000]
[190,60000,60000,60000,60000,60000,60000,286,60000,60000,170,0,155,105,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,1204]
[190,60000,60000,60000,60000,60000,60000,326,60000,60000,60000,207,0,159,128,170,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,1207]
[190,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,150,152,0,110,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,1236]
[190,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,269,172,131,0,173,60000,252,60000,60000,60000,60000,60000,60000,60000,60000,60000]
[190,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,222,60000,175,0,128,60000,60000,60000,60000,274,60000,60000,237,301,60000]
[190,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,306,219,171,0,252,182,60000,60000,218,60000,60000,60000,60000,1270]
[190,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,299,60000,293,0,194,60000,60000,60000,60000,60000,60000,60000,1240]
[190,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,264,187,0,217,60000,60000,60000,60000,60000,60000,1189]
[190,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,206,0,140,60000,60000,60000,60000,60000,60000]
[190,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,102,0,165,60000,60000,60000,60000,60000]
[190,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,177,60000,60000,161,162,0,146,60000,60000,60000,60000]
[190,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,118,0,255,156,60000,60000]
[190,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,244,0,156,135,1047]
[190,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,172,160,181,0,130,60000]
[190,287,332,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,179,96,0,1056]
[0,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,0]
